word,valence,arousal,dominance,concreteness,SUBTLEX,aoa
frostbite,2.1,7.05,4.0,4.33,45.0,9.44
frosted,6.6,3.92,5.0,4.0,41.0,7.72
frosting,7.33,4.4,5.73,4.86,72.0,4.95
frosty,6.15,4.61,5.0,3.9,121.0,6.33
frown,3.35,3.61,4.95,4.08,104.0,4.52
fruit,7.0,4.09,6.12,4.81,1108.0,3.63
fruit punch,6.95,4.75,5.0,4.82,0.0,
fruitcake,5.29,3.43,5.42,4.62,105.0,8.28
fruitful,7.11,4.14,6.91,2.38,47.0,10.39
fruitless,2.95,3.25,3.59,2.07,23.0,12.3
fruity,6.71,5.26,6.0,2.69,66.0,6.8
frustrated,2.55,5.4,3.85,2.47,255.0,7.97
frustrating,2.57,5.48,3.72,1.81,126.0,7.75
frustration,2.45,5.94,3.27,2.06,152.0,8.35
fry,5.95,5.0,6.44,4.37,428.0,5.79
fryer,4.89,4.3,5.39,4.5,33.0,8.56
fuchsia,5.14,3.78,5.72,4.17,23.0,11.32
fuck,5.23,7.14,5.47,3.19,19307.0,11.22
fucker,3.52,6.32,4.33,2.61,671.0,10.89
fucking,5.09,6.86,4.94,3.43,16603.0,10.74
fudge,7.62,4.91,5.86,4.89,185.0,5.78
fuel,4.1,3.96,6.21,4.3,876.0,7.17
fugitive,2.74,5.26,4.0,3.93,264.0,10.55
fulfill,7.33,3.67,6.2,1.78,199.0,8.7
fulfillment,6.37,5.56,5.82,2.07,52.0,
full,6.0,3.48,6.06,3.59,8512.0,4.24
fullback,4.62,4.19,5.2,4.0,22.0,13.0
fullness,6.19,3.2,6.27,2.58,24.0,7.65
fumble,3.7,5.0,4.67,3.47,40.0,8.06
fun,8.37,6.32,7.04,1.97,12010.0,3.67
function,5.55,4.1,6.18,1.92,565.0,9.1
functional,5.58,3.85,5.26,2.55,139.0,8.94
fund,6.55,4.59,6.05,3.18,541.0,9.56
fundamental,4.95,3.56,5.33,1.57,167.0,9.9
fundamentalist,4.47,4.14,4.36,2.08,26.0,15.55
funding,5.45,3.95,4.73,3.17,162.0,10.47
fundraiser,5.68,4.29,5.27,4.19,97.0,9.11
fundraising,5.63,4.85,6.86,2.63,37.0,9.4
funeral,2.07,4.1,3.06,3.83,1693.0,7.28
fungus,2.79,4.67,3.61,4.59,112.0,8.44
funk,3.2,4.52,4.68,1.92,161.0,9.95
funky,5.85,4.9,5.4,2.04,259.0,8.61
funnel,5.32,2.95,4.35,4.52,56.0,8.44
funny,7.59,5.38,6.33,2.5,11127.0,5.47
fur,5.65,3.64,6.11,4.69,422.0,5.22
furious,2.57,6.09,3.89,2.31,306.0,8.78
furlong,4.58,3.72,5.71,2.79,31.0,13.0
furlough,4.95,3.35,5.16,3.12,35.0,14.71
furnace,5.11,3.24,4.82,4.69,138.0,10.6
furnish,5.65,3.86,6.41,3.75,48.0,10.5
furnishings,6.25,3.22,6.43,4.31,24.0,10.28
furniture,5.79,3.05,5.43,4.89,769.0,5.89
furry,6.63,3.7,5.26,3.96,122.0,5.72
fury,2.73,6.12,4.62,2.89,195.0,8.84
fuse,5.05,3.77,5.81,4.55,248.0,10.78
fuselage,4.5,3.06,5.04,4.79,52.0,12.47
fusion,5.6,5.0,4.83,3.3,133.0,13.63
fuss,3.32,4.77,3.5,2.43,364.0,5.5
fussy,2.71,3.61,3.83,2.61,79.0,6.67
futile,3.82,4.71,3.23,1.52,82.0,13.11
futility,3.8,4.45,3.7,2.1,25.0,13.55
futon,5.52,2.82,4.93,4.79,34.0,13.0
future,6.68,5.33,5.53,1.86,5278.0,7.16
fuzz,4.64,3.9,5.41,4.37,95.0,7.11
fuzzy,6.53,3.95,4.29,3.96,297.0,5.05
gab,5.2,3.78,4.04,2.87,35.0,9.41
gad,5.15,3.15,5.04,,,10.85
gadget,5.74,3.86,5.36,4.6,124.0,8.63
gaff,3.89,3.9,4.4,,,12.27
gag,4.43,3.59,3.81,4.37,360.0,7.58
gaga,4.58,5.8,4.58,,,6.94
gaggle,5.16,3.95,5.7,3.78,23.0,9.29
gaiety,5.52,4.61,4.27,,,12.25
gain,5.9,4.33,6.82,2.24,700.0,7.11
gal,5.27,4.43,5.53,4.52,725.0,6.21
gala,6.16,4.67,5.95,3.89,90.0,14.06
galactic,7.0,5.8,4.77,2.57,56.0,10.29
galaxy,5.95,5.61,4.76,3.66,339.0,7.67
gall,4.3,3.5,4.85,2.6,101.0,12.44
gallant,6.38,5.55,5.42,1.92,167.0,10.28
gallbladder,4.35,2.75,3.64,4.63,37.0,11.68
gallery,6.9,3.32,5.68,4.44,434.0,8.68
galley,4.56,3.71,4.79,4.07,82.0,12.69
gallon,5.67,3.4,5.32,3.92,116.0,6.25
gallop,6.21,4.41,4.86,4.17,48.0,8.32
gallows,3.05,5.05,4.48,4.35,91.0,11.24
galore,5.95,3.86,6.04,1.78,37.0,9.47
gamble,4.81,5.32,3.74,3.17,456.0,9.05
gambler,4.15,5.8,4.44,4.03,234.0,10.26
gambling,2.89,5.91,4.11,3.54,846.0,9.22
game,6.79,5.05,5.84,4.5,11926.0,4.26
gaming,5.67,5.23,6.29,3.5,131.0,9.89
gamma,6.25,4.8,4.86,3.24,179.0,14.06
gander,5.55,2.86,5.33,3.38,55.0,11.31
gang,2.71,6.55,5.37,4.43,1537.0,9.22
gangland,3.24,4.26,3.83,3.4,27.0,13.33
gangrene,2.5,5.38,3.12,4.16,46.0,11.94
gangster,2.59,6.36,4.16,3.93,272.0,8.5
gangway,4.5,4.28,5.12,3.89,116.0,13.73
gap,4.91,3.6,4.71,3.92,218.0,8.22
gaping,4.52,5.84,4.94,2.78,42.0,9.83
garage,5.5,4.1,6.11,4.96,1388.0,5.26
garbage,2.88,3.84,5.15,4.69,1331.0,4.89
garbled,4.0,3.72,4.45,1.96,46.0,12.29
garden,7.25,3.71,6.13,4.73,1354.0,5.33
gardener,6.35,2.95,6.77,4.5,214.0,6.5
gardening,6.86,3.2,6.32,3.86,123.0,6.42
gargle,5.1,3.48,6.61,4.31,30.0,8.58
gargoyle,3.95,4.38,4.56,4.85,27.0,10.18
garlic,5.67,4.12,6.62,4.89,306.0,6.89
garment,5.57,3.5,5.84,4.78,71.0,8.32
garnet,6.11,4.24,5.3,4.24,50.0,
garnish,5.85,3.7,5.33,4.11,27.0,13.3
garrison,4.67,4.04,4.55,,,14.88
garter,5.47,4.35,5.14,4.78,67.0,11.72
gas,4.06,4.4,4.17,4.29,3457.0,5.32
gash,3.89,4.9,3.9,4.39,35.0,7.95
gasket,4.45,3.42,5.0,4.44,34.0,10.9
gasoline,4.63,4.57,3.63,4.72,333.0,6.25
gasp,4.5,5.61,4.68,4.15,88.0,8.05
gassy,3.21,3.5,4.26,2.89,22.0,8.05
gastric,3.91,4.16,4.43,3.21,42.0,14.59
gate,5.32,4.5,5.95,4.96,1634.0,5.32
gatekeeper,5.4,3.9,5.08,4.21,35.0,9.94
gateway,5.75,3.81,6.16,4.07,101.0,8.38
gather,5.72,3.7,6.16,2.75,799.0,6.5
gator,4.14,5.95,3.7,4.84,184.0,7.61
gatorade,5.7,3.95,5.48,,,
gatorade,6.0,3.84,5.44,,,
gaudy,3.55,4.33,5.8,2.39,21.0,12.06
gauge,5.17,3.5,5.23,4.0,112.0,10.83
gauntlet,4.76,4.43,5.29,4.43,39.0,13.12
gauze,4.5,3.2,4.76,4.62,73.0,9.32
gavel,4.3,2.72,4.21,4.88,39.0,9.22
gay,6.11,4.05,4.78,2.52,3013.0,9.32
gaze,6.15,4.15,6.35,3.43,129.0,9.0
gazebo,6.52,3.5,5.3,4.79,46.0,9.76
gazelle,6.47,4.05,5.2,4.72,62.0,9.37
gazette,5.05,4.18,5.16,4.15,73.0,10.43
gazillion,5.95,5.57,4.21,,,
gear,5.19,3.17,5.9,4.28,816.0,7.61
geek,5.56,3.82,5.5,3.71,353.0,8.4
geeky,5.55,3.8,6.45,2.36,24.0,10.79
geezer,3.65,3.29,3.33,4.04,69.0,9.59
geisha,5.74,4.24,5.0,4.42,146.0,14.24
gel,5.67,3.21,5.25,4.72,83.0,7.21
gelatin,4.35,4.05,5.47,4.79,25.0,7.55
gelding,4.89,3.59,5.48,,,12.6
gem,7.35,4.44,6.09,4.88,126.0,7.68
gender,5.05,4.05,5.42,3.33,143.0,7.0
genealogy,5.85,3.94,4.96,2.37,21.0,12.89
general,5.32,3.71,5.24,1.62,5885.0,8.05
generate,6.14,4.0,5.45,2.23,124.0,10.78
generation,6.08,4.24,5.23,1.96,619.0,9.52
generator,5.65,3.62,5.48,4.23,290.0,11.11
generic,4.5,2.5,4.68,2.63,78.0,11.0
generosity,7.55,4.29,6.56,1.84,171.0,9.06
generous,7.43,5.7,6.81,2.25,852.0,7.22
genetic,4.79,3.83,3.76,2.73,385.0,10.68
genetics,4.84,4.27,3.29,3.19,90.0,11.84
genie,6.1,4.41,5.32,3.25,178.0,6.67
genital,4.45,5.86,4.74,4.19,27.0,9.82
genitalia,4.16,5.77,5.12,4.69,37.0,11.84
genius,7.52,6.2,7.37,3.0,1773.0,7.21
genocide,1.62,5.83,2.5,2.34,62.0,13.2
genome,5.84,3.41,4.32,3.39,26.0,15.0
genre,6.0,3.59,5.0,2.37,54.0,12.75
gent,5.86,3.05,5.1,3.8,82.0,11.8
genteel,5.09,2.38,6.0,,,12.0
gentile,5.29,3.09,5.56,2.68,26.0,12.0
gentle,7.42,3.17,6.95,2.53,844.0,4.89
gentleman,7.5,4.14,6.06,3.57,2135.0,6.89
gentlemanly,6.77,3.91,7.0,2.21,21.0,7.78
gentry,5.45,2.57,6.12,,,14.11
genuine,7.11,4.27,7.5,2.03,418.0,9.06
geographic,6.21,3.05,4.57,3.21,67.0,8.89
geographical,6.21,3.18,4.65,2.92,31.0,10.72
geography,5.4,2.56,4.45,3.11,117.0,8.15
geological,6.43,3.95,5.61,2.67,42.0,10.67
geologist,6.62,3.75,5.81,4.41,51.0,10.47
geology,5.89,4.3,4.74,2.9,47.0,10.0
geometric,5.24,4.21,5.36,3.4,23.0,10.33
geometry,4.57,3.09,5.04,3.0,94.0,11.22
gerbil,5.2,2.59,5.38,4.71,38.0,7.06
geriatric,3.58,2.55,3.85,2.93,27.0,12.81
germ,2.5,4.1,3.65,3.89,64.0,5.95
germs,2.68,5.28,3.0,3.63,154.0,5.29
gesture,5.75,4.36,5.85,3.0,379.0,11.74
get,6.09,3.67,5.65,2.38,233772.0,3.17
getaway,5.47,3.6,6.47,3.11,196.0,9.5
getup,5.53,4.36,5.68,2.73,43.0,6.72
ghastly,3.05,5.0,3.95,2.0,106.0,10.33
ghetto,3.16,7.05,3.77,3.82,282.0,10.15
ghost,4.23,5.7,4.47,3.19,1866.0,5.06
ghostly,4.14,5.71,4.14,1.97,50.0,8.17
ghoul,2.84,4.95,4.3,2.7,52.0,9.59
gi joe,5.68,4.82,5.18,,,
giant,5.41,5.1,6.68,4.3,1380.0,4.72
gibberish,4.3,4.62,5.21,2.33,95.0,8.79
giddy,6.17,5.32,6.4,2.17,91.0,9.74
gift,7.27,4.64,6.32,4.56,3290.0,5.05
gifted,6.62,4.43,6.67,1.85,229.0,7.94
gig,6.48,5.75,5.14,2.89,571.0,10.56
gigantic,5.35,5.89,5.54,2.57,190.0,6.64
giggle,7.95,5.39,4.75,3.72,87.0,5.48
gigolo,4.4,4.32,5.32,3.07,83.0,13.94
gilded,4.94,3.15,5.28,3.57,35.0,13.24
gimmick,3.89,4.63,3.48,2.34,55.0,11.89
gimp,2.9,3.29,3.64,3.88,48.0,11.89
gin,5.82,4.19,5.91,4.46,575.0,12.06
ginger,5.79,4.43,5.47,4.92,327.0,8.05
gingerbread,7.0,4.18,6.18,4.88,33.0,6.0
ginseng,5.79,4.05,4.96,4.54,20.0,14.32
giraffe,6.52,2.91,5.27,4.73,76.0,5.0
girder,4.53,3.53,4.5,,,12.0
girdle,3.94,4.35,4.68,4.63,79.0,10.22
girl,7.15,5.23,5.27,4.85,28413.0,4.0
girlfriend,7.56,5.05,5.0,4.25,3881.0,6.26
girlie,5.35,4.95,5.54,2.93,159.0,7.32
girlish,6.22,3.45,5.0,2.21,23.0,8.06
girly,5.32,4.45,5.65,2.46,68.0,6.81
girth,4.65,4.39,4.69,3.48,22.0,10.94
gist,5.2,4.05,5.8,1.81,56.0,11.3
give,7.73,4.57,5.72,2.83,59559.0,4.28
giveaway,6.17,5.48,4.75,2.9,40.0,10.24
giver,7.14,3.83,7.29,3.38,59.0,5.83
gizmo,6.26,4.18,5.74,3.61,83.0,9.11
gizzard,3.86,3.86,5.05,4.45,23.0,10.63
glacier,5.5,3.88,4.55,4.7,38.0,8.05
glad,7.55,3.71,7.0,2.36,8740.0,5.79
glade,6.32,2.82,5.68,3.96,20.0,10.71
gladiator,5.21,5.05,4.86,4.82,40.0,8.56
glamorous,6.58,4.81,6.22,2.52,151.0,9.21
glamour,6.0,5.05,6.09,2.11,159.0,9.11
glance,5.71,2.63,5.48,3.48,175.0,9.22
gland,4.39,4.14,5.09,4.14,77.0,10.61
glare,3.7,4.05,5.53,3.83,82.0,9.33
glass,5.48,3.14,5.42,4.82,3096.0,4.47
glaucoma,2.47,3.45,2.91,4.23,31.0,14.1
glaze,5.63,3.56,5.18,4.0,45.0,8.42
glazed,6.7,4.36,5.86,4.04,50.0,7.19
gleam,5.95,3.65,7.0,3.28,50.0,11.62
gleaming,6.22,4.95,5.2,2.52,36.0,8.79
glee,6.95,4.76,6.79,2.27,58.0,9.28
glide,6.1,4.58,6.23,3.93,120.0,7.72
glider,5.89,3.73,5.3,4.32,35.0,10.47
glimmer,6.68,4.58,5.79,3.26,40.0,10.22
glimpse,5.67,3.59,5.75,3.08,171.0,9.24
glisten,6.5,5.28,6.0,3.52,22.0,9.21
glitch,4.11,3.91,3.5,3.03,103.0,11.86
glitter,6.15,4.86,6.24,4.43,104.0,5.22
gloat,3.68,3.75,6.1,2.3,80.0,11.16
global,5.57,3.7,4.77,2.93,321.0,9.78
globe,6.15,3.36,5.4,4.59,266.0,6.5
gloom,2.89,3.9,4.07,1.86,59.0,9.0
gloomy,3.15,3.32,3.15,2.52,123.0,9.28
glorified,5.9,4.59,6.11,1.76,62.0,9.5
glorious,6.9,4.67,6.7,1.85,474.0,8.21
glory,6.45,6.31,6.72,1.45,1096.0,7.4
gloss,6.0,4.82,5.52,3.8,74.0,9.9
glossy,5.42,4.33,5.88,3.48,24.0,8.28
glove,6.11,3.57,6.0,4.97,515.0,4.3
gloves,5.2,3.17,5.75,,,
glow,6.55,4.95,5.38,3.65,293.0,6.28
glucose,3.59,4.25,4.05,3.96,73.0,13.78
glue,4.85,3.75,5.43,4.65,300.0,4.67
glum,2.82,3.58,4.62,2.11,52.0,10.15
glutton,3.53,4.4,3.68,3.16,31.0,12.22
gnat,3.43,2.75,3.65,4.83,22.0,10.1
gnome,6.24,4.21,4.21,4.59,32.0,8.94
go,6.32,4.86,5.33,3.15,193445.0,3.37
goal,6.79,4.67,6.57,3.06,854.0,6.89
goalie,5.71,3.21,5.77,4.48,73.0,7.79
goat,5.3,2.94,5.17,5.0,537.0,5.21
goatee,5.48,3.48,5.62,4.89,54.0,11.78
gobble,5.5,4.96,5.28,3.37,120.0,5.58
goblin,3.16,4.7,3.84,4.38,48.0,7.67
god,5.9,5.56,5.0,2.07,46061.0,4.35
goddamn,3.81,5.81,4.59,1.43,5815.0,7.69
goddamned,3.36,6.05,4.65,1.44,249.0,9.95
goddess,6.63,4.55,5.75,2.63,447.0,8.37
godfather,6.24,2.83,4.78,4.14,278.0,8.47
godforsaken,3.62,4.3,3.78,1.61,75.0,11.25
godless,3.65,4.76,5.16,1.54,42.0,9.78
godlike,6.15,5.64,6.38,2.32,21.0,7.55
godmother,6.52,4.95,5.56,3.72,82.0,6.95
godsend,6.8,3.75,5.41,1.54,45.0,11.56
godson,6.05,3.05,6.44,3.72,48.0,9.94
goggle,5.0,3.2,6.15,4.42,27.0,9.44
goggles,6.21,4.26,6.0,4.93,107.0,7.05
gold,7.28,6.35,5.8,4.81,4026.0,7.1
golden,7.79,4.25,5.67,3.12,1187.0,6.94
goldfish,6.62,2.95,5.05,4.79,155.0,4.5
golf,5.67,3.68,5.81,4.52,1302.0,7.16
golfer,5.46,3.0,5.56,4.71,56.0,7.16
golfing,5.55,3.11,5.55,4.3,79.0,7.68
gondola,5.48,4.09,5.28,4.92,37.0,10.21
goner,2.91,4.65,3.0,2.12,78.0,9.35
gonorrhea,1.65,4.52,2.92,3.92,30.0,14.94
goo,4.68,3.65,4.59,3.54,109.0,5.53
goober,6.09,4.29,5.25,,,8.42
good,7.89,3.66,6.41,1.64,133117.0,3.55
goodie,6.1,4.47,5.88,2.64,25.0,6.37
goodness,7.38,5.2,7.37,1.38,1655.0,6.05
goodwill,6.47,4.95,6.9,2.54,167.0,8.79
goody,6.73,3.33,6.36,2.04,181.0,7.0
gooey,5.29,4.68,4.86,3.64,39.0,6.84
goof,5.35,4.24,6.08,2.54,113.0,5.72
goofball,5.39,4.57,5.37,3.18,28.0,7.79
goofy,6.71,5.05,5.72,2.62,266.0,4.83
goon,3.53,4.76,4.74,3.3,116.0,10.33
goop,4.21,3.55,3.61,4.31,35.0,7.12
goose,5.68,3.29,4.76,4.81,665.0,5.15
gopher,5.37,3.58,4.67,4.67,72.0,7.21
gorge,4.5,4.26,5.33,4.15,67.0,9.17
gorgeous,7.57,4.92,7.05,2.25,1227.0,7.68
gorilla,4.26,4.95,4.88,4.97,283.0,5.74
gory,2.57,5.1,4.32,2.8,37.0,9.74
gospel,5.28,2.7,3.84,3.82,160.0,8.0
gossip,3.5,3.91,3.94,3.0,397.0,9.16
gothic,4.7,4.95,5.69,2.83,48.0,13.63
gouge,3.14,4.75,4.62,3.2,35.0,10.16
goulash,4.86,4.4,5.42,4.2,41.0,8.89
gourd,5.33,4.1,5.29,4.86,24.0,10.65
gourmet,7.25,6.0,5.54,3.07,111.0,9.95
gout,3.67,4.2,3.81,3.79,71.0,13.65
govern,4.52,3.91,4.91,2.21,62.0,9.53
governess,5.53,2.82,5.17,3.89,54.0,12.89
government,3.78,3.75,3.11,2.88,3327.0,8.5
governmental,2.89,3.8,3.04,2.27,28.0,10.95
governor,5.32,3.65,6.05,4.07,1369.0,8.47
governor,4.53,3.82,4.79,4.07,1369.0,8.47
gown,6.0,3.86,5.5,4.61,334.0,6.16
grab,5.44,4.5,5.28,3.52,3614.0,5.37
graceful,6.95,4.0,6.52,2.37,118.0,8.4
gracious,7.23,3.23,7.05,2.17,365.0,8.5
grad,6.81,4.12,6.9,3.96,148.0,10.94
grade,5.18,4.75,6.74,3.0,1493.0,5.72
grader,5.26,3.38,5.17,3.37,44.0,7.9
gradual,5.1,2.95,5.84,1.9,38.0,9.0
graduate,7.26,4.52,7.18,3.07,623.0,7.56
graduation,6.47,5.83,5.59,3.79,500.0,7.28
graffiti,4.24,5.43,5.28,4.73,103.0,9.47
graft,3.58,3.68,4.17,3.4,84.0,13.8
grail,5.05,4.08,5.71,4.23,137.0,12.06
grain,5.83,1.6,5.12,4.8,243.0,7.44
gram,5.15,4.18,4.89,4.0,132.0,9.41
grammar,6.25,4.21,6.76,3.19,122.0,6.37
grand,6.28,3.75,6.0,1.67,3214.0,6.68
grand canyon,6.76,4.35,4.0,,,
grand theft auto,3.82,5.62,4.78,,,
grandchild,7.0,3.9,5.68,4.26,78.0,5.26
granddad,7.32,2.95,5.55,4.33,114.0,3.58
granddaddy,7.0,3.38,5.09,4.74,117.0,4.33
granddaughter,6.86,4.6,5.33,4.37,330.0,4.68
grandeur,6.42,4.77,5.67,2.0,37.0,11.79
grandfather,5.68,3.77,6.15,4.86,1241.0,4.39
grandiose,5.24,4.84,5.1,2.38,21.0,13.32
grandma,7.5,3.2,5.39,4.54,2325.0,2.58
grandmother,7.62,3.75,6.32,4.65,1417.0,3.67
grandpa,7.43,3.7,5.05,4.39,1661.0,3.06
grandson,6.22,3.36,5.39,4.3,407.0,5.89
grandstand,4.9,4.91,6.21,4.03,31.0,10.83
granite,5.05,3.76,4.6,5.0,81.0,12.24
granny,5.71,2.38,5.0,4.24,430.0,4.22
granola,6.05,3.14,5.7,4.85,30.0,9.94
grape,6.7,3.5,5.88,5.0,204.0,3.94
grape juice,6.67,3.23,5.75,4.93,0.0,
grapefruit,5.77,3.68,5.96,4.96,126.0,6.9
grapevine,5.9,3.19,5.38,4.69,47.0,7.37
graph,5.2,3.45,6.15,4.66,38.0,8.16
graphic,5.1,4.7,5.08,3.2,119.0,10.67
graphics,6.67,4.65,5.0,4.59,77.0,9.47
graphite,5.05,3.78,5.53,4.58,21.0,10.11
grappling,5.11,4.9,5.46,3.12,29.0,12.41
grasp,5.45,4.05,6.48,3.63,233.0,8.2
grass,6.47,3.39,5.67,4.93,856.0,3.94
grasshopper,6.05,4.43,5.82,4.91,47.0,5.78
grassy,6.0,3.09,5.68,4.32,32.0,6.33
grate,4.68,4.08,5.96,4.82,52.0,8.9
grateful,7.5,4.29,7.0,1.78,1355.0,7.42
gratification,7.71,4.53,6.18,1.78,42.0,10.26
gratifying,6.65,4.89,6.26,2.08,55.0,11.39
gratitude,6.67,5.09,6.71,2.56,395.0,8.26
grave,2.4,4.54,3.73,4.56,1340.0,7.06
gravel,4.42,2.95,4.8,5.0,73.0,7.19
graveyard,3.25,4.89,3.79,4.83,272.0,6.06
gravitational,4.91,5.0,4.37,2.79,57.0,11.78
gravity,5.81,4.85,4.48,2.86,351.0,8.39
gravy,6.21,3.85,5.87,4.97,269.0,6.0
gray,3.68,2.81,4.77,3.46,1077.0,5.74
graze,5.26,3.57,5.65,3.52,39.0,8.9
grease,3.9,3.62,4.96,4.61,354.0,7.33
greased,5.23,4.64,5.63,3.93,68.0,6.94
greaser,4.67,4.6,4.94,,,12.81
greasy,2.94,4.55,3.88,3.82,199.0,6.39
great,7.5,4.14,6.65,1.81,41864.0,5.05
great aunt,6.85,3.83,4.42,,,
great grandfather,6.67,3.88,5.16,,,
great grandma,6.33,2.62,6.04,,,
great grandmother,7.42,4.05,5.17,,,
great grandpa,7.1,3.67,5.36,,,
great uncle,5.6,3.05,4.58,,,
greatness,7.76,4.43,6.76,1.69,213.0,8.33
greed,2.48,4.45,4.0,1.53,245.0,7.63
greedy,2.1,4.76,4.0,2.64,338.0,7.53
green,6.29,4.07,5.64,4.07,3696.0,3.79
green bean,5.22,3.52,5.65,,,
green pepper,5.7,3.52,6.36,,,
green snake,4.65,5.7,5.0,,,
greenhouse,6.4,3.6,5.84,4.76,112.0,9.22
greet,6.25,3.86,6.54,2.96,268.0,6.47
greeting,5.89,4.94,6.29,3.62,164.0,6.37
grenade,3.51,6.86,3.72,4.9,235.0,9.72
greyhound,5.95,3.9,5.26,5.0,46.0,8.0
grid,5.2,3.15,5.18,4.55,282.0,11.63
grief,2.33,4.95,3.26,2.7,552.0,8.39
grievance,3.45,3.74,4.33,2.19,46.0,11.79
grieve,2.8,4.56,3.38,2.41,112.0,10.0
grieving,2.9,5.05,3.23,2.28,139.0,8.75
grievous,3.14,3.92,5.25,1.88,53.0,11.26
grill,6.64,5.26,5.62,4.86,227.0,6.53
grilled,6.67,3.89,5.32,4.23,114.0,7.26
grim,2.41,4.48,4.18,1.82,244.0,9.16
grimy,3.63,4.4,4.08,2.86,26.0,10.06
grin,7.66,5.65,5.58,4.17,138.0,5.84
grind,5.2,3.43,4.58,3.97,190.0,8.37
grinder,4.77,5.24,5.09,4.12,65.0,8.68
grindstone,4.14,4.7,5.42,4.48,23.0,11.47
gringo,4.11,3.61,4.35,,,12.73
grip,5.14,3.64,5.59,4.3,494.0,6.7
gripe,3.42,4.24,5.0,2.15,40.0,10.44
grisly,3.71,5.09,4.0,2.51,46.0,10.39
grit,4.55,4.22,6.38,3.33,48.0,9.71
grits,4.9,3.43,4.65,4.74,81.0,8.95
gritty,3.94,4.36,4.83,2.97,23.0,10.22
grizzly,4.45,5.0,5.0,3.17,95.0,7.75
groan,3.9,4.17,5.5,4.09,47.0,8.7
grocer,5.38,4.0,5.05,4.3,35.0,9.22
grocery,6.62,3.48,6.33,4.31,280.0,5.72
groggy,4.05,2.9,3.64,2.81,46.0,11.32
groin,5.1,5.5,5.62,4.58,92.0,9.22
groom,6.84,4.35,5.75,4.54,399.0,7.78
groove,6.32,5.33,5.91,3.79,212.0,8.39
groovy,6.42,4.67,5.46,1.68,193.0,7.68
grope,3.95,5.76,4.64,3.78,31.0,11.95
gross,3.2,5.0,4.62,2.96,779.0,5.21
grotesque,3.48,4.95,4.15,2.76,80.0,11.78
grotto,5.86,2.5,5.22,4.21,34.0,12.0
grouch,3.57,4.6,4.26,2.73,24.0,7.29
grouchy,3.33,4.91,5.39,2.52,44.0,5.53
ground,5.28,2.35,5.5,4.77,3696.0,4.89
groundhog,5.19,3.12,5.32,4.93,76.0,6.0
grounding,5.09,3.84,3.9,2.56,28.0,11.56
groundwork,5.71,2.86,5.77,2.82,23.0,12.18
group,5.78,3.43,4.39,4.12,3762.0,5.94
groupie,4.0,4.09,4.71,3.92,68.0,12.06
grouping,4.9,3.76,5.64,3.14,20.0,9.0
grouse,3.73,4.05,4.64,,,13.0
grove,5.26,3.73,6.05,4.76,197.0,8.21
grovel,3.3,3.65,3.45,3.0,61.0,12.5
grow,6.28,2.6,5.5,3.03,3034.0,4.79
growl,4.43,3.95,5.11,4.3,50.0,5.79
grownup,5.3,4.19,6.24,2.82,71.0,4.43
growth,6.0,4.95,6.04,2.89,329.0,6.7
grub,4.16,4.45,4.87,3.86,139.0,8.95
grubby,3.2,3.45,3.91,3.04,29.0,10.78
grudge,2.86,4.2,5.18,2.14,226.0,10.42
gruel,3.48,4.0,4.14,3.93,23.0,11.6
grueling,3.36,5.0,2.95,1.77,34.0,11.33
gruesome,2.89,6.62,3.83,2.72,104.0,8.6
gruff,4.05,4.25,5.67,2.41,28.0,8.94
grumpy,2.81,5.05,5.06,2.41,120.0,5.89
grunt,3.68,3.86,4.91,3.56,113.0,8.79
grunting,4.43,3.87,5.85,3.21,259.0,10.06
guacamole,5.47,4.76,5.78,4.89,56.0,9.68
guano,4.2,3.19,5.32,,,13.15
guarantee,6.17,3.67,6.0,1.96,1123.0,11.05
guard,5.89,3.6,4.06,4.04,2968.0,6.25
guardhouse,4.96,3.67,4.14,4.67,36.0,9.28
guardian,6.5,2.91,5.48,3.28,358.0,9.44
guardianship,5.21,3.1,7.35,2.68,25.0,9.48
guerrilla,5.3,5.59,4.16,4.24,55.0,11.95
guess,5.18,3.86,4.89,2.28,23153.0,5.44
guesser,4.32,4.39,4.79,3.14,20.0,8.16
guesswork,4.29,4.08,5.04,2.04,22.0,11.15
guest,6.14,4.15,6.95,3.83,2037.0,6.21
guesthouse,6.09,3.0,5.65,4.53,38.0,9.26
guidance,5.95,3.06,6.1,2.46,376.0,8.95
guide,5.43,3.33,5.75,3.7,910.0,7.11
guidebook,5.92,2.78,5.78,4.83,35.0,11.11
guiding,5.73,4.77,5.58,2.54,106.0,7.74
guild,5.43,4.6,6.29,2.96,103.0,12.94
guillotine,1.63,5.64,3.39,4.64,42.0,11.75
guilt,2.29,4.48,4.35,1.93,760.0,7.05
guilty,3.09,4.65,4.5,2.36,3177.0,8.05
guinea,5.5,3.48,5.0,3.7,227.0,9.21
guise,4.25,3.86,4.28,2.52,28.0,13.12
guitar,7.1,4.4,5.89,4.9,795.0,5.32
guitarist,6.05,5.05,5.52,4.58,36.0,9.26
gull,5.67,3.8,5.03,4.08,56.0,8.65
gullet,4.35,5.25,4.46,,,13.35
gullible,4.16,4.06,3.59,1.78,64.0,10.83
gully,5.05,3.62,4.2,4.33,47.0,10.78
gulp,4.7,3.48,4.6,4.19,50.0,7.29
gum,5.89,3.2,4.92,4.89,683.0,4.89
