word,aoa,valence,arousal,dominance,concreteness
beginpunt,8.4,,,,3.07
beschermer,8.4,,,,2.4
besmettelijk,8.4,,,,1.93
bovenhalen,8.4,,,,2.93
bowlen,8.4,,,,4.6
bronwater,8.4,,,,3.93
coiffeur,8.4,,,,3.8
duizendmaal,8.4,,,,2.2
finale,8.4,,,,3.0
gesmeerd,8.4,,,,2.93
gevierd,8.4,,,,3.0
hagelsteen,8.4,,,,4.57
hanger,8.4,,,,3.64
haperen,8.4,,,,3.47
hindernis,8.4,,,,3.93
hobbelen,8.4,,,,3.67
houder,8.4,,,,2.73
hulpdienst,8.4,,,,3.47
intrekken,8.4,,,,2.67
klungelig,8.4,,,,2.4
koningshuis,8.4,,,,2.93
mannenwerk,8.4,,,,1.93
middelbaar,8.4,,,,2.47
onthoofd,8.4,,,,3.53
opdelen,8.4,,,,3.07
prachtvrouw,8.4,,,,2.8
rottig,8.4,,,,2.0
stilleggen,8.4,,,,3.33
studeren,8.4,,,,3.0
terugreis,8.4,,,,2.6
tochten,8.4,,,,3.27
veiligheid,8.4,,,,1.93
verspilling,8.4,,,,2.47
versterken,8.4,,,,2.53
vrijhouden,8.4,,,,2.8
vrouwelijk,8.4,,,,2.67
zwakte,8.4,,,,1.8
plaaster,8.4,,,,3.87
motorboot,8.4,,,,4.8
bh,8.4,,,,
cel,8.4,2.33,3.33,4.13,4.27
dagdroom,8.4,5.28,2.64,3.78,2.64
geschikt,8.4,5.55,4.05,4.73,1.53
geslachtsdeel,8.4,,,,
godsdienstig,8.4,3.69,3.3,4.05,1.73
interessant,8.4,5.73,4.84,5.0,1.8
korting,8.4,5.55,4.3,4.2,2.0
kraaien,8.4,3.5,4.89,4.0,4.13
lak,8.4,3.95,2.92,3.97,4.13
onderbreken,8.4,3.03,4.91,4.03,3.2
onoplettend,8.4,2.77,3.06,2.7,1.8
onrust,8.4,2.59,5.19,4.05,1.87
ontevreden,8.4,2.31,4.06,3.64,1.87
pompen,8.4,3.91,5.17,4.44,4.2
ruim,8.4,5.03,3.59,4.48,2.73
schaamte,8.4,2.47,4.05,3.16,1.73
stereo,8.4,4.84,4.56,4.3,4.57
teleurgesteld,8.4,2.22,3.55,3.5,2.13
toekomst,8.4,5.42,4.73,4.88,1.33
triestheid,8.4,2.17,3.3,3.06,2.33
winkelbediende,8.4,,,,
bruinen,8.4,5.09,3.28,3.98,3.73
stellen,8.4,4.14,4.31,4.02,1.93
stoken,8.4,2.92,5.06,4.36,2.67
urine,8.4,2.83,3.43,4.0,4.6
smeer,8.41,,,,3.93
bretel,8.41,,,,4.6
buitengooien,8.41,,,,3.87
catechese,8.41,,,,2.62
daarover,8.41,,,,1.4
kapotschieten,8.41,,,,3.8
sluiting,8.41,,,,2.67
tegeneen,8.41,,,,2.27
wasspeld,8.41,,,,4.87
granaat,8.41,2.11,5.84,5.77,4.67
mees,8.42,4.39,3.87,3.44,4.4
kikkerland,8.42,,,,2.5
paling,8.42,3.7,4.31,3.5,4.73
zager,8.42,,,,3.07
buit,8.42,4.52,4.06,4.86,4.0
aswoensdag,8.42,,,,1.93
brieventas,8.42,,,,4.6
toestoppen,8.42,,,,2.93
zandtaart,8.42,,,,4.5
godin,8.42,,,,2.33
macht,8.43,3.97,5.39,6.14,1.43
catechist,8.43,,,,2.27
stopsel,8.43,,,,3.69
enne,8.43,,,,1.67
zeug,8.43,3.62,3.87,3.55,4.2
team,8.43,5.23,5.06,4.97,3.27
onzin,8.44,,,,1.6
steak,8.44,,,,4.93
ijzeren,8.44,,,,3.64
roller,8.44,,,,3.54
zageman,8.44,,,,2.54
hekel,8.44,2.27,4.55,4.84,
raad,8.44,4.8,3.88,4.55,2.33
sprint,8.44,4.58,6.28,4.84,4.13
aanvragen,8.44,,,,2.47
achterwaarts,8.44,,,,3.27
achterzijde,8.44,,,,3.8
afdalen,8.44,,,,3.8
afdekken,8.44,,,,3.67
aspirientje,8.44,,,,4.6
bedriegen,8.44,,,,2.33
bejaarde,8.44,,,,3.53
bemoeien,8.44,,,,2.47
bengel,8.44,,,,2.2
betaling,8.44,,,,2.93
bewaken,8.44,,,,3.2
bijbelboek,8.44,,,,3.93
binnensluipen,8.44,,,,3.33
blijkbaar,8.44,,,,1.33
bloedheet,8.44,,,,3.4
bovenkomen,8.44,,,,2.67
bromfietser,8.44,,,,4.6
dagdromer,8.44,,,,3.0
debiel,8.44,,,,2.13
deuntje,8.44,,,,3.73
dikkenek,8.44,,,,1.93
dooier,8.44,,,,4.47
doorbuigen,8.44,,,,4.13
doorlezen,8.44,,,,3.27
excuseren,8.44,,,,2.87
frommelen,8.44,,,,3.6
geneesmiddel,8.44,,,,3.8
geritsel,8.44,,,,3.53
gevloek,8.44,,,,3.27
groots,8.44,,,,1.6
gymmen,8.44,,,,3.58
hieraf,8.44,,,,1.53
horizontaal,8.44,,,,3.6
keizerin,8.44,,,,3.27
kierewiet,8.44,,,,1.71
knijper,8.44,,,,4.2
lederen,8.44,,,,3.8
machinist,8.44,,,,4.21
materiaal,8.44,,,,3.47
mengsel,8.44,,,,4.13
muesli,8.44,,,,4.8
navertellen,8.44,,,,2.67
noodsignaal,8.44,,,,3.33
omarmen,8.44,,,,3.93
onderkin,8.44,,,,4.6
ontstaan,8.44,,,,1.8
oorschelp,8.44,,,,4.6
opkloppen,8.44,,,,3.6
opwarming,8.44,,,,3.33
overvaller,8.44,,,,3.6
overvol,8.44,,,,3.2
paspoort,8.44,,,,4.2
piepstem,8.44,,,,4.2
pompstation,8.44,,,,4.6
reclamebord,8.44,,,,4.4
repeteren,8.44,,,,3.0
rondbrengen,8.44,,,,3.13
rondspoken,8.44,,,,2.53
scherpte,8.44,,,,3.07
schreeuwer,8.44,,,,3.53
serveren,8.44,,,,3.6
stapelgek,8.44,,,,2.0
stiekemerd,8.44,,,,2.0
stokstijf,8.44,,,,3.27
straatsteen,8.44,,,,4.27
tegenstander,8.44,,,,3.2
teleurstellen,8.44,,,,2.07
toernooi,8.44,,,,3.47
trouwens,8.44,,,,1.2
uitblussen,8.44,,,,3.27
uitknijpen,8.44,,,,3.6
uitstrekken,8.44,,,,3.6
vaderschap,8.44,,,,2.87
verdediging,8.44,,,,2.67
verfrissing,8.44,,,,2.93
vergiftig,8.44,,,,2.93
verhit,8.44,,,,2.73
verongelukken,8.44,,,,3.53
vertrektijd,8.44,,,,2.87
vervoermiddel,8.44,,,,3.93
verwachten,8.44,,,,2.0
verzorging,8.44,,,,2.73
vingerafdruk,8.44,,,,4.47
visboer,8.44,,,,3.5
vleesetend,8.44,,,,3.0
volproppen,8.44,,,,3.2
voorbeeldig,8.44,,,,1.73
vooruitlopen,8.44,,,,2.93
voorwaarts,8.44,,,,2.87
vreugdevol,8.44,,,,2.13
waspoeder,8.44,,,,4.53
wegslaan,8.44,,,,4.0
zeeschip,8.44,,,,4.53
zelden,8.44,,,,1.13
zichtbaar,8.44,,,,2.67
zintuigen,8.44,,,,3.53
buitenlijn,8.44,,,,3.87
pannenlap,8.44,,,,4.87
fluo,8.44,,,,3.6
prol,8.44,,,,
rasp,8.45,3.84,3.91,4.02,4.93
race,8.45,4.5,6.06,4.91,4.47
bazar,8.45,,,,
aanmoedigen,8.45,,,,2.87
beslist,8.45,,,,1.93
bevalling,8.45,,,,4.07
bijnaam,8.45,,,,2.73
bubbelgum,8.45,,,,4.53
buitenhuis,8.45,,,,3.6
deelnemen,8.45,,,,2.8
duizelen,8.45,,,,3.4
gefladder,8.45,,,,3.67
handigheid,8.45,,,,1.93
ingredint,8.45,,,,2.73
krantenkop,8.45,,,,4.07
lieflijk,8.45,,,,1.8
moordzaak,8.45,,,,2.33
onderzoeken,8.45,,,,2.53
ontvoerder,8.45,,,,3.4
rundvlees,8.45,,,,4.6
schapenvlees,8.45,,,,4.53
sneeuwstorm,8.45,,,,4.6
straatjongen,8.45,,,,3.87
terugvechten,8.45,,,,3.13
waarschijnlijk,8.45,,,,1.33
wegsluipen,8.45,,,,3.47
wonderdokter,8.45,,,,2.27
dia,8.45,4.34,3.27,3.66,4.67
dons,8.45,5.13,2.58,2.91,4.4
ford,8.46,,,,
spit,8.46,3.66,3.87,4.05,3.79
prooi,8.46,3.06,4.09,2.91,2.93
kuch,8.46,3.23,4.13,3.13,4.13
gepuf,8.46,,,,
klusjesman,8.46,,,,3.6
zegje,8.46,,,,2.43
benieuwd,8.46,5.33,4.81,4.41,1.79
besmet,8.46,2.11,4.19,3.91,2.33
bevrijd,8.46,5.83,4.77,4.84,2.4
blijdschap,8.46,6.33,5.28,5.0,2.27
box,8.46,4.09,3.28,3.88,4.07
dammen,8.46,4.33,3.83,4.0,3.93
deftig,8.46,4.86,3.66,4.33,2.4
energie,8.46,5.66,6.06,5.39,2.47
koppig,8.46,3.06,4.59,4.97,2.13
kronkel,8.46,3.5,3.81,3.52,3.87
lomp,8.46,2.67,3.7,3.11,2.33
misdaad,8.46,2.08,5.59,4.94,2.27
moedig,8.46,5.8,5.34,5.45,2.13
negeren,8.46,2.45,3.19,4.11,2.73
pin,8.46,3.83,3.72,4.08,3.87
ski,8.46,4.78,4.64,4.02,4.87
stervend,8.46,1.55,3.53,3.38,3.0
stranden,8.46,4.08,3.58,3.59,3.07
weigeren,8.46,2.77,4.59,4.7,2.47
cartoon,8.46,5.19,4.27,3.88,4.07
doods,8.46,1.72,2.52,4.11,2.33
geheugen,8.46,5.02,4.35,4.59,1.93
nauw,8.46,3.13,3.56,3.69,2.73
nerveus,8.46,2.75,5.59,3.45,2.33
zombie,8.46,2.42,3.77,4.44,3.27
poos,8.46,3.89,3.37,3.4,2.27
smid,8.46,4.19,4.7,4.39,4.07
kwis,8.46,,,,
daad,8.46,4.25,4.98,4.64,2.47
ros,8.47,3.95,4.05,4.05,4.33
sacoche,8.47,,,,4.8
verruilen,8.47,,,,2.87
vloed,8.47,3.95,4.91,5.13,3.6
beterweter,8.47,,,,2.47
bovenuit,8.47,,,,2.4
kalven,8.47,,,,3.64
letten,8.47,,,,1.93
opspringen,8.47,,,,3.73
scharen,8.47,,,,3.5
verhoog,8.47,,,,3.87
lijk,8.47,1.73,2.3,3.92,4.07
distel,8.47,3.37,3.72,4.3,4.47
hakmes,8.47,,,,4.33
flapuit,8.47,,,,1.93
lentemaand,8.47,,,,2.6
onvergetelijk,8.47,,,,1.6
prikkertje,8.47,,,,3.75
stakkerd,8.47,,,,1.93
uitkotsen,8.47,,,,3.8
blaar,8.48,2.56,3.89,3.45,4.73
stiefmoeder,8.48,,,,2.87
knokkel,8.48,3.58,3.83,4.61,4.08
eenwieler,8.49,,,,4.67
boerenkool,8.49,,,,4.67
huismoeder,8.49,,,,3.07
dreun,8.5,2.77,5.3,5.11,3.8
aangezicht,8.5,,,,4.2
aankomen,8.5,,,,2.73
aanpassen,8.5,,,,2.33
aanvaarden,8.5,,,,2.2
aarzelen,8.5,,,,2.4
afgooien,8.5,,,,3.0
afreageren,8.5,,,,2.73
alarmsysteem,8.5,,,,3.8
banen,8.5,,,,2.93
baviaan,8.5,,,,4.87
bedelen,8.5,,,,3.47
beestachtig,8.5,,,,2.47
begeleiden,8.5,,,,2.8
beroven,8.5,,,,2.93
beschieten,8.5,,,,3.27
besmetten,8.5,,,,2.8
bespioneren,8.5,,,,2.87
beukennootje,8.5,,,,4.47
bevelen,8.5,,,,2.93
bewandelen,8.5,,,,3.87
bewoond,8.5,,,,3.13
bijenkorf,8.5,,,,4.67
bloeding,8.5,,,,3.87
borsthaar,8.5,,,,4.8
borstvoeding,8.5,,,,3.87
bouwpakket,8.5,,,,4.07
buikspreker,8.5,,,,4.13
daarbovenop,8.5,,,,2.13
daarginds,8.5,,,,1.93
daaromheen,8.5,,,,1.67
daaroverheen,8.5,,,,1.8
dakraam,8.5,,,,4.87
dierentemmer,8.5,,,,3.67
doorlaten,8.5,,,,3.67
doorschijnend,8.5,,,,3.5
drinker,8.5,,,,3.67
duisternis,8.5,,,,3.8
enkelvoud,8.5,,,,1.73
ertoe,8.5,,,,1.73
feestjurk,8.5,,,,4.53
geheimzinnig,8.5,,,,1.87
geintje,8.5,,,,2.6
gekkenhuis,8.5,,,,3.47
gezelligheid,8.5,,,,2.07
heksenketel,8.5,,,,3.21
herkenbaar,8.5,,,,2.13
herschrijven,8.5,,,,2.87
hooiberg,8.5,,,,4.6
horizon,8.5,,,,3.87
houtje,8.5,,,,4.0
indeuken,8.5,,,,3.53
inspuiten,8.5,,,,3.87
jeugdjournaal,8.5,,,,3.07
jogger,8.5,,,,3.73
kaalscheren,8.5,,,,4.4
klaarleggen,8.5,,,,2.93
klaarwakker,8.5,,,,2.53
knechten,8.5,,,,3.53
knieholte,8.5,,,,4.67
kortaf,8.5,,,,1.87
kustgebied,8.5,,,,3.4
leden,8.5,,,,2.87
leeglopen,8.5,,,,3.07
leegzuigen,8.5,,,,3.67
loodzwaar,8.5,,,,2.93
loopbrug,8.5,,,,4.47
losraken,8.5,,,,3.4
luchtbed,8.5,,,,4.67
luistervink,8.5,,,,2.27
menukaart,8.5,,,,4.53
metselaar,8.5,,,,3.8
middelgroot,8.5,,,,2.33
muzikaal,8.5,,,,2.87
nagemaakt,8.5,,,,2.4
neerbuigen,8.5,,,,3.2
neerploffen,8.5,,,,3.27
negatief,8.5,,,,2.0
omkieperen,8.5,,,,3.67
ooglid,8.5,,,,4.73
ophebben,8.5,,,,2.27
opstapelen,8.5,,,,3.67
opzetten,8.5,,,,3.53
peperduur,8.5,,,,2.2
pizzeria,8.5,,,,4.53
plakkaatverf,8.5,,,,4.53
praatje,8.5,,,,2.8
priv,8.5,,,,1.6
reddingsboei,8.5,,,,4.6
reiziger,8.5,,,,3.2
richting,8.5,,,,2.67
rijder,8.5,,,,4.14
rondsnuffelen,8.5,,,,3.4
rondvragen,8.5,,,,3.13
samengaan,8.5,,,,2.6
speels,8.5,,,,2.13
sportieveling,8.5,,,,3.27
spuitbus,8.5,,,,4.73
stijfjes,8.5,,,,2.47
superster,8.5,,,,2.73
telbaar,8.5,,,,1.73
telefoongids,8.5,,,,4.67
telkens,8.5,,,,1.07
tenzij,8.5,,,,1.27
theedoek,8.5,,,,4.47
toeroepen,8.5,,,,2.93
tramrails,8.5,,,,4.6
uitbeelden,8.5,,,,3.13
uitgooien,8.5,,,,2.8
uitslag,8.5,,,,3.47
uitzending,8.5,,,,2.71
verbeelding,8.5,,,,1.6
verborgen,8.5,,,,2.73
verdunnen,8.5,,,,3.4
verkennen,8.5,,,,2.67
verkoop,8.5,,,,3.47
verlicht,8.5,,,,2.93
verontschuldiging,8.5,,,,2.27
verrader,8.5,,,,2.93
vertelling,8.5,,,,2.33
verveeld,8.5,,,,1.93
verwonderen,8.5,,,,1.93
verzamelaar,8.5,,,,3.53
verzamelpunt,8.5,,,,3.07
via,8.5,,,,1.4
vloerkleed,8.5,,,,4.6
volksdansen,8.5,,,,3.87
voorbereid,8.5,,,,1.93
voorlaatst,8.5,,,,2.07
wachttijd,8.5,,,,2.6
wachtwoord,8.5,,,,3.07
watergolf,8.5,,,,4.57
weghalen,8.5,,,,3.27
werelddeel,8.5,,,,3.6
werkplaats,8.5,,,,3.47
werktuig,8.5,,,,3.67
wijwater,8.5,,,,3.33
zaagsel,8.5,,,,4.67
zandweg,8.5,,,,4.4
zangvogel,8.5,,,,4.47
zodat,8.5,,,,1.33
zwerver,8.5,,,,3.93
loebas,8.5,,,,2.6
taalschrift,8.5,,,,3.29
vliegenraam,8.5,,,,4.6
advent,8.5,,,,3.07
bommakleren,8.5,,,,3.93
pakkerd,8.5,,,,3.6
zwammen,8.5,,,,4.0
grommelpot,8.5,,,,2.58
verleppen,8.5,,,,2.91
balkenbrij,8.5,,,,4.0
grutto,8.5,,,,4.0
schapulier,8.5,,,,3.5
deler,8.5,,,,2.87
buien,8.5,,,,
krantenbak,8.5,,,,
maatje,8.5,,,,
aardappelschiller,8.5,,,,
strandsleffers,8.5,,,,
quiz,8.5,,,,3.0
computer,8.51,,,,4.67
otter,8.51,4.23,4.5,3.89,4.67
rang,8.51,3.83,3.69,4.59,2.4
schaken,8.51,4.41,3.77,4.33,4.2
kloef,8.51,,,,
nakie,8.51,,,,4.0
wrak,8.51,2.42,2.94,3.47,3.67
veder,8.52,,,,4.0
rail,8.52,3.95,3.55,4.19,4.43
kriek,8.52,,,,4.87
kabeljauw,8.52,,,,4.87
kano,8.52,4.61,4.38,3.83,5.0
gids,8.52,4.55,4.16,4.48,3.4
aanvallend,8.53,2.86,5.94,5.63,2.67
bitter,8.53,2.8,3.89,4.67,3.93
boeien,8.53,4.11,4.77,4.72,2.87
dienaar,8.53,3.34,3.88,2.19,2.47
gemiddeld,8.53,3.98,3.64,3.94,1.87
hinderen,8.53,2.67,4.98,4.02,2.67
interesse,8.53,5.67,4.88,5.0,1.67
kostbaar,8.53,5.31,4.14,4.92,2.0
moorden,8.53,1.33,6.39,5.56,3.4
puur,8.53,5.25,3.73,5.02,2.33
ras,8.53,3.75,3.77,4.33,2.2
roesten,8.53,2.73,3.45,3.92,3.67
schokken,8.53,2.92,5.27,4.44,3.67
spreiden,8.53,4.19,4.52,4.11,3.67
staren,8.53,3.36,3.08,3.88,3.87
strijden,8.53,3.53,5.86,5.39,3.2
temmen,8.53,3.91,5.0,4.47,3.27
verwoesten,8.53,1.81,6.2,5.69,3.47
wreed,8.53,2.05,5.27,4.92,1.87
flitsen,8.53,3.44,5.19,4.38,3.8
schaak,8.53,4.2,3.72,4.43,3.6
boers,8.53,3.14,3.87,3.9,2.13
schel,8.53,3.02,4.58,4.32,2.87
ritme,8.53,5.02,4.75,4.51,3.33
afgaan,8.53,,,,2.33
bedorven,8.53,,,,3.47
dwaaskop,8.53,,,,2.27
vetplant,8.53,,,,4.53
vlieghaven,8.53,,,,4.47
voorgaan,8.53,,,,2.4
aapmens,8.53,,,,4.27
boezemvriend,8.53,,,,2.47
daaruit,8.53,,,,1.33
droogrek,8.53,,,,4.53
erom,8.53,,,,1.62
fantaseren,8.53,,,,2.2
mondhoek,8.53,,,,3.93
mopperpot,8.53,,,,2.79
pitten,8.53,,,,3.87
snipperen,8.53,,,,3.53
zagevent,8.53,,,,2.2
kleien,8.53,,,,4.5
musli,8.53,,,,
halte,8.53,,,,3.8
gesabbel,8.53,,,,3.23
tor,8.53,3.44,3.89,3.08,4.23
haver,8.54,4.11,3.31,3.69,4.8
wielrenner,8.54,,,,4.53
vaat,8.54,3.31,3.81,3.58,3.93
brij,8.54,3.23,3.31,3.44,4.13
haring,8.54,3.94,3.75,3.53,4.6
loodgieter,8.54,,,,3.67
alarmnummer,8.55,,,,3.47
besproeien,8.55,,,,3.53
beteren,8.55,,,,2.2
bleekscheet,8.55,,,,2.93
bloemperk,8.55,,,,4.53
brevet,8.55,,,,3.6
daling,8.55,,,,3.47
dorpeling,8.55,,,,2.93
gegevens,8.55,,,,3.0
geklaag,8.55,,,,3.07
geloofwaardig,8.55,,,,2.0
goudzoeker,8.55,,,,3.27
huishoudster,8.55,,,,3.73
indruk,8.55,,,,1.33
lolbroek,8.55,,,,2.33
oneens,8.55,,,,1.47
onopgelost,8.55,,,,1.93
ontvangst,8.55,,,,2.6
overleving,8.55,,,,2.47
overzicht,8.55,,,,2.13
padvinder,8.55,,,,3.86
potgrond,8.55,,,,4.4
regelmatig,8.55,,,,1.87
secretariaat,8.55,,,,3.4
spiernaakt,8.55,,,,3.93
starter,8.55,,,,3.07
tafelblad,8.55,,,,4.67
tegengesteld,8.55,,,,1.8
traagheid,8.55,,,,2.07
tribune,8.55,,,,4.53
uitmesten,8.55,,,,2.73
uitputtend,8.55,,,,2.33
vastliggen,8.55,,,,3.27
veroveraar,8.55,,,,2.67
vriespunt,8.55,,,,3.4
waterplant,8.55,,,,4.4
zeveren,8.55,,,,3.2
schroef,8.55,4.0,3.64,4.27,4.87
hommel,8.55,3.59,4.23,3.84,4.87
knul,8.55,4.25,4.11,3.36,3.73
brons,8.55,4.44,3.33,4.19,4.4
aanhoren,8.56,,,,2.8
aanstaren,8.56,,,,3.87
afdraaien,8.56,,,,3.43
afkrijgen,8.56,,,,2.07
alcohol,8.56,,,,4.33
bejaarden,8.56,,,,3.4
bejaardenhuis,8.56,,,,4.33
berekend,8.56,,,,2.4
beschadigen,8.56,,,,3.33
bevallen,8.56,,,,3.53
bewaking,8.56,,,,3.73
bezighouden,8.56,,,,2.27
binnenplaats,8.56,,,,3.67
blindheid,8.56,,,,3.33
boekhandel,8.56,,,,4.2
botermelk,8.56,,,,4.07
brenger,8.56,,,,3.38
busstation,8.56,,,,4.33
daartegen,8.56,,,,1.6
dakloos,8.56,,,,3.27
donkerharig,8.56,,,,4.27
doortrekken,8.56,,,,2.87
doorweekt,8.56,,,,3.53
enzovoort,8.56,,,,1.2
gaspedaal,8.56,,,,4.53
gegoochel,8.56,,,,3.13
gejammer,8.56,,,,3.33
geloei,8.56,,,,3.93
goddank,8.56,,,,1.27
haaientanden,8.56,,,,4.67
hameren,8.56,,,,3.53
hanenpoot,8.56,,,,4.5
heksenjacht,8.56,,,,3.0
herstarten,8.56,,,,2.8
hiervan,8.56,,,,1.33
huisvrouw,8.56,,,,3.0
inrijden,8.56,,,,3.13
job,8.56,,,,2.8
kouvatten,8.56,,,,3.2
krabbeltje,8.56,,,,4.13
labrador,8.56,,,,4.87
lel,8.56,,,,4.36
liniaal,8.56,,,,4.73
lossnijden,8.56,,,,4.13
lunapark,8.56,,,,4.07
masseren,8.56,,,,3.8
medicament,8.56,,,,3.73
moederschap,8.56,,,,2.33
oerlelijk,8.56,,,,2.07
oermens,8.56,,,,3.2
ondereen,8.56,,,,1.8
onderzijde,8.56,,,,3.33
ongeboren,8.56,,,,2.6
oogbal,8.56,,,,4.73
opdoen,8.56,,,,2.53
opgraven,8.56,,,,3.73
overdekt,8.56,,,,4.07
overnemen,8.56,,,,3.0
overschieten,8.56,,,,2.47
overvliegen,8.56,,,,3.73
paasbest,8.56,,,,1.67
pieptoon,8.56,,,,4.53
pirouette,8.56,,,,4.53
plaatshebben,8.56,,,,2.0
product,8.56,,,,3.33
rijmwoord,8.56,,,,2.87
rimpelen,8.56,,,,3.4
rotjoch,8.56,,,,2.87
samenvoegen,8.56,,,,3.0
sorteren,8.56,,,,3.07
speelster,8.56,,,,3.73
spookachtig,8.56,,,,2.33
stokdoof,8.56,,,,2.6
stomheid,8.56,,,,1.93
stoppelbaard,8.56,,,,4.6
studie,8.56,,,,2.4
tegenzin,8.56,,,,1.93
terugvliegen,8.56,,,,3.43
toegangsprijs,8.56,,,,2.8
toestemming,8.56,,,,2.0
troostprijs,8.56,,,,3.33
tuinieren,8.56,,,,4.0
tussenkomen,8.56,,,,2.73
uitzicht,8.56,,,,3.13
uitzoeken,8.56,,,,3.07
vastbijten,8.56,,,,3.93
vaststaan,8.56,,,,2.73
verdeeld,8.56,,,,2.6
verdeling,8.56,,,,2.6
verdikken,8.56,,,,3.27
vergiftigen,8.56,,,,3.33
verkorten,8.56,,,,3.67
verplichten,8.56,,,,2.27
verprutsen,8.56,,,,2.53
verzwaren,8.56,,,,3.33
vleeseter,8.56,,,,3.53
volkoren,8.56,,,,3.67
voorafgaan,8.56,,,,1.73
voortuin,8.56,,,,4.33
vragenlijst,8.56,,,,4.2
waarlangs,8.56,,,,1.73
weeskind,8.56,,,,2.87
zender,8.56,,,,2.53
tuinbroek,8.56,,,,4.6
verdord,8.56,,,,3.47
poets,8.56,3.84,4.09,3.75,3.92
ontsnapping,8.57,,,,3.33
darm,8.57,3.56,4.16,3.73,4.47
pest,8.57,1.7,4.41,4.72,2.67
schoof,8.57,,,,3.27
plop,8.57,,,,
sabel,8.57,3.39,4.38,5.09,4.54
kweek,8.57,4.13,3.79,3.75,3.57
tabak,8.58,3.09,3.61,3.97,4.67
micro,8.58,,,,3.4
achterbak,8.58,,,,4.21
danskoord,8.58,,,,4.36
dobberen,8.58,,,,4.0
hijskraan,8.58,,,,4.6
kwibus,8.58,,,,2.2
naambord,8.58,,,,4.27
waterbed,8.58,,,,4.53
vorst,8.58,4.11,3.91,5.06,3.27
winst,8.58,5.77,4.83,5.08,2.27
roekoen,8.58,,,,4.22
orka,8.58,4.67,4.73,5.13,4.87
kluis,8.59,4.44,3.33,4.86,4.6
lidwoord,8.59,,,,2.33
arbeid,8.59,4.11,5.41,4.38,2.67
barsten,8.59,2.92,5.05,3.75,3.87
blouse,8.59,4.52,3.28,3.58,4.87
bruidegom,8.59,5.63,4.7,4.34,3.73
contact,8.59,4.95,4.27,4.48,2.4
deuken,8.59,2.94,4.5,3.94,3.8
dwingen,8.59,2.41,5.34,5.38,2.6
eis,8.59,3.03,4.75,5.31,1.8
gevoelig,8.59,4.66,4.19,3.23,2.07
huren,8.59,3.86,4.08,3.36,2.47
keuren,8.59,3.59,4.48,4.59,2.33
lokken,8.59,3.34,4.67,4.23,3.0
machtig,8.59,4.52,5.23,5.98,1.93
nauwkeurig,8.59,5.2,4.0,4.84,2.4
onduidelijk,8.59,2.75,3.52,3.22,1.8
preken,8.59,2.94,4.53,4.11,3.0
rubber,8.59,4.03,3.27,3.95,4.33
rumoer,8.59,3.02,5.45,4.36,3.13
schema,8.59,4.28,3.56,4.09,3.6
schoonheid,8.59,6.17,4.13,5.06,2.2
slagveld,8.59,2.23,5.55,5.16,3.4
sleuren,8.59,3.03,5.03,4.17,3.67
stilstaand,8.59,3.42,1.89,3.23,
toeren,8.59,4.44,4.84,4.22,3.07
trechter,8.59,4.02,3.38,3.56,4.87
vaag,8.59,2.98,3.06,3.02,2.07
vermijden,8.59,2.91,4.25,3.14,2.53
vredig,8.59,5.91,2.69,4.34,1.8
puinhoop,8.59,2.38,4.73,3.83,3.0
smakken,8.59,2.92,4.73,4.08,4.13
sheriff,8.59,4.35,4.79,5.28,3.87
geval,8.59,,,,1.73
balkleed,8.59,,,,4.15
beteuterd,8.59,,,,2.13
dove,8.59,,,,3.13
krabbelen,8.59,,,,3.62
lomperd,8.59,,,,2.4
steltloper,8.59,,,,3.77
verslapen,8.59,,,,3.0
vertelsel,8.59,,,,2.6
wegroepen,8.59,,,,3.13
karren,8.59,,,,3.5
knauwen,8.59,,,,3.27
kodak,8.59,,,,
etui,8.59,4.16,3.08,3.6,4.8
wraak,8.59,2.0,5.63,5.22,1.93
slof,8.59,3.7,2.68,3.0,4.54
bloesem,8.59,5.34,3.23,3.64,4.47
gifslang,8.59,,,,4.13
gekef,8.6,,,,
afdruk,8.6,,,,4.0
bagageruimte,8.6,,,,3.93
behoren,8.6,,,,1.87
computerscherm,8.6,,,,4.67
doopnaam,8.6,,,,2.87
gehoor,8.6,,,,3.07
gewoonlijk,8.6,,,,1.2
gezoen,8.6,,,,4.0
holbewoner,8.6,,,,3.4
kniekous,8.6,,,,4.73
kwijtspelen,8.6,,,,2.47
meereizen,8.6,,,,3.33
muisgrijs,8.6,,,,3.93
nar,8.6,,,,4.33
neerknallen,8.6,,,,3.67
omgooien,8.6,,,,2.87
ondertitelen,8.6,,,,3.33
ontdekker,8.6,,,,3.0
oppoetsen,8.6,,,,3.8
repetitie,8.6,,,,3.0
sat,8.6,,,,4.67
spioneren,8.6,,,,2.67
stoofpot,8.6,,,,4.64
tankwagen,8.6,,,,4.53
tijdelijk,8.6,,,,1.8
tijdverspilling,8.6,,,,1.64
toezien,8.6,,,,3.13
uitgeven,8.6,,,,2.73
vergroting,8.6,,,,3.2
vlijmscherp,8.6,,,,3.67
vuurbal,8.6,,,,4.07
wereldwonder,8.6,,,,3.0
zesdaagse,8.6,,,,2.8
zweterig,8.6,,,,3.13
onaf,8.6,,,,1.5
pikuur,8.6,,,,3.67
toespijs,8.6,,,,3.46
dranger,8.6,,,,2.67
toermalijn,8.6,,,,4.2
pelikaan,8.6,,,,4.93
